,,,,,
,Initial network list,,,87 stations,
,,,,,
,,,,,
,Minimum time span,,,2.5 years,
,,,,,
,,,,,
,Stations meeting the span criterion,,,85 in the Hector analysis,
,,,,,
,,,,,
,Reference epoch,,,1 January 2025,
,,,,,
,,,,,
,Typical QGEO observation period,,,June 2022 to July 2026,
,,,,,
